Team Number,Match,AC1T,AC1,AC2T,AC2,AC3T,AC3,AC4T,AC4,AARL,AARH,AAP,AAB,AM,TC1T,TC1,TC2T,TC2,TC3T,TC3,TC4T,TC4,TARL,TARH,TAP,TAB,EP,Auton Coral L 1,Auton Coral L 2,Auton Coral L3,Auton Coral L 4,Auton Algae Process,Auton Algae Barge,Auton Points,Teleop Coral L 1,Teleop Coral L2,Teleop Coral L3,Teleop Coral L4,Teleop Algae Barged,Teleop Algae Processed,Teleop Algae Barged HP,Parked Endgame,Teleop Points,% L1,% L2,% L3,% L4,Points Total,Deep Climb,Shallow Climb,Breaking,Auton Coral L1 Rate,Auton Coral L2 Rate,Auton Coral L3 Rate,Auton Coral L4 Rate,Defense,Teleop Coral L1 Rate,Teleop Coral L2 Rate,Teleop Coral L3 Rate,Teleop Coral L4 Rate,Auton Algae Removed,Algae Teleop Removed,Total Auton Coral Success,Total Teleop Coral Sucess,Algae Capability,Auton Coral Attempt,Teleop Coral Attempt
2823,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,2,1,2,2,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,15,4,10,0,0,0,2,31,0%,56%,22%,22%,31,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,100%,50%,100%,0,0,FALSE,8,0,0,9
7028,54,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,2,2,10,6,1,1,0,0,3,FALSE,FALSE,FALSE,21,0,0,21,0,0,8,30,0,0,0,6,44,0%,0%,13%,87%,65,1,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,FALSE,100%,60%,0,2,3,8,3,3,12
7864,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,2,0,0
5586,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,2,0%,0%,0%,0%,2,0,0,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
6217,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,6,4,0,0,0,0,2,12,0%,50%,25%,25%,12,0,0,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,100%,100%,0%,0,0,FALSE,3,0,0,4
6381,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,2,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,10,0,0,0,2,12,0%,0%,0%,100%,12,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,100%,0,3,FALSE,2,3,0,2
5903,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,7,0,0,0,0,3,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,35,0,0,0,6,41,0%,0%,0%,100%,41,1,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,88%,0,0,FALSE,7,0,0,8
7797,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,1,0,0,3,0,FALSE,FALSE,0,0,0,0,0,0,8,0,0,0,0,6,14,25%,0%,75%,0%,14,1,0,0,0%,FALSE,FALSE,FALSE,0,FALSE,FALSE,67%,FALSE,0,2,0,2,3,1,3
8516,55,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,5,0,0,0,1,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,20,0,0,0,0,0,20,29%,0%,71%,0%,20,0,0,0,0%,FALSE,FALSE,FALSE,0,0%,FALSE,100%,FALSE,0,1,0,5,2,1,6
6421,55,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,2,0,0,0,0,0,0,1,FALSE,4,FALSE,0,0,0,4,0,0,8,0,0,0,0,2,10,0%,29%,71%,0%,14,0,0,0,FALSE,100%,FALSE,FALSE,0,FALSE,0%,40%,FALSE,0,0,1,2,0,1,6
3293,56,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,0,0,0,0,3,3,FALSE,FALSE,0,0,0,3,0,0,0,25,0,0,0,6,31,14%,0%,0%,86%,34,1,0,0,100%,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,83%,0,0,1,5,0,1,6
4656,56,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,0,1,0,0,0,FALSE,4,FALSE,0,0,0,4,0,3,8,0,0,0,0,0,11,0%,50%,50%,0%,15,0,0,0,FALSE,100%,FALSE,FALSE,0,FALSE,100%,100%,FALSE,0,1,1,3,2,1,3
6709,56,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,0,0,4,3,1,0,0,0,0,FALSE,FALSE,FALSE,7,0,0,7,0,3,0,15,0,0,0,0,18,0%,29%,0%,71%,25,0,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,50%,FALSE,75%,0,1,1,4,1,1,6
1732,56,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,6,2,2,2,1,1,1,3,4,0,1,FALSE,FALSE,FALSE,21,0,0,21,0,6,8,5,0,24,0,2,45,0%,50%,17%,33%,66,0,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,33%,100%,100%,0,4,3,5,3,3,9
3291,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
4741,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,2,1,1,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,9,8,5,0,0,0,2,24,0%,50%,33%,17%,24,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,100%,100%,100%,0,0,FALSE,6,0,0,6
3267,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,4,4,1,1,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,8,20,0,0,0,2,30,0%,13%,38%,50%,30,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0%,67%,100%,0,2,FALSE,6,3,0,8
5826,57,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,FALSE,FALSE,FALSE,7,0,0,7,0,0,0,10,0,0,0,0,10,0%,0%,0%,100%,17,0,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,FALSE,FALSE,67%,0,0,1,2,0,1,3
10490,57,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,4,0,0,0,0,0,4,33%,0%,67%,0%,4,0,0,0,FALSE,FALSE,FALSE,FALSE,0,0%,FALSE,50%,FALSE,0,0,FALSE,1,0,0,3
8836,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,2,0%,0%,0%,0%,2,0,0,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
6574,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,2,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,4,10,0,0,0,2,16,0%,0%,40%,60%,16,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,50%,67%,0,0,FALSE,3,0,0,5
7235,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,12,0,2,14,0%,0%,0%,0%,14,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
6147,58,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,1,3,3,7,7,0,0,0,0,3,FALSE,FALSE,FALSE,7,0,0,7,0,3,12,35,0,0,0,6,56,0%,14%,21%,64%,63,1,0,0,FALSE,FALSE,FALSE,50%,0,FALSE,50%,100%,100%,0,0,1,11,0,2,12
2526,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,3,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,12,12,0,0,24,0%,0%,0%,0%,24,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,FALSE,3,0,0
9532,58,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,14,0,0,0,0,0,0,2,16,100%,0%,0%,0%,16,0,0,0,FALSE,FALSE,FALSE,FALSE,0,70%,FALSE,FALSE,FALSE,0,0,FALSE,7,0,0,10
3206,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,18,0,2,20,0%,100%,0%,0%,20,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0%,FALSE,FALSE,0,0,FALSE,0,0,0,2
2847,58,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,3,3,3,2,2,1,0,0,0,0,1,FALSE,FALSE,FALSE,14,0,0,14,0,9,8,5,0,0,0,2,24,0%,30%,30%,40%,38,0,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,100%,67%,50%,0,0,2,6,0,2,8
1306,58,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,6,0,0,0,0,1,FALSE,FALSE,FALSE,7,0,0,7,0,0,0,30,0,0,0,2,32,0%,0%,0%,100%,39,0,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,FALSE,FALSE,86%,0,0,1,6,0,1,7
3277,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,5,0,0,0,0,5,0%,0%,0%,100%,5,0,0,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,100%,0,0,FALSE,1,0,0,1
2654,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,4,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,20,0,0,0,2,22,0%,17%,0%,83%,22,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,0%,FALSE,80%,0,0,FALSE,4,0,0,6
876,59,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,FALSE,FALSE,FALSE,7,0,0,7,0,0,0,35,0,0,0,2,37,0%,0%,0%,100%,44,0,0,0,FALSE,FALSE,FALSE,50%,0,FALSE,FALSE,FALSE,100%,0,0,1,7,0,2,7
4674,59,1,0,0,0,0,0,0,0,0,0,0,0,1,10,8,0,0,0,0,0,0,0,0,0,0,3,0,FALSE,FALSE,0,0,0,0,16,0,0,0,0,0,0,6,22,100%,0%,0%,0%,22,1,0,0,0%,FALSE,FALSE,FALSE,0,80%,FALSE,FALSE,FALSE,0,0,0,8,0,1,10
