Team Number,Match,AC1T,AC1,AC2T,AC2,AC3T,AC3,AC4T,AC4,AARL,AARH,AAP,AAB,AM,TC1T,TC1,TC2T,TC2,TC3T,TC3,TC4T,TC4,TARL,TARH,TAP,TAB,EP,Auton Coral L 1,Auton Coral L 2,Auton Coral L3,Auton Coral L 4,Auton Algae Process,Auton Algae Barge,Auton Points,Teleop Coral L 1,Teleop Coral L2,Teleop Coral L3,Teleop Coral L4,Teleop Algae Barged,Teleop Algae Processed,Teleop Algae Barged HP,Parked Endgame,Teleop Points,% L1,% L2,% L3,% L4,Points Total,Deep Climb,Shallow Climb,Breaking,Auton Coral L1 Rate,Auton Coral L2 Rate,Auton Coral L3 Rate,Auton Coral L4 Rate,Defense,Teleop Coral L1 Rate,Teleop Coral L2 Rate,Teleop Coral L3 Rate,Teleop Coral L4 Rate,Auton Algae Removed,Algae Teleop Removed,Total Auton Coral Success,Total Teleop Coral Sucess,Algae Capability,Auton Coral Attempt,Teleop Coral Attempt
2654,40,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,1,1,0,2,0,1,FALSE,FALSE,FALSE,0,0,0,0,4,0,0,5,0,12,0,2,23,75%,0%,0%,25%,23,0,0,0,FALSE,FALSE,FALSE,FALSE,0,67%,FALSE,FALSE,100%,0,1,FALSE,3,1,0,4
8422,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,5,0,3,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,30,0,6,36,0%,0%,0%,0%,36,1,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,3,FALSE,FALSE,3,0,0
2846,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,2,0%,0%,0%,0%,2,0,0,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
4741,40,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,2,0,0,0,0,0,0,0,2,100%,0%,0%,0%,2,0,0,0,FALSE,FALSE,FALSE,FALSE,1,33%,FALSE,FALSE,FALSE,0,0,FALSE,1,0,0,3
6421,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,7,0,0,0,0,2,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,21,0,0,0,0,0,2,23,0%,100%,0%,0%,23,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,78%,FALSE,FALSE,0,2,FALSE,7,1,0,9
4656,41,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,4,4,1,1,0,1,0,0,3,FALSE,4,FALSE,0,0,0,4,2,0,16,5,0,0,0,6,29,14%,14%,57%,14%,33,1,0,0,FALSE,100%,FALSE,FALSE,0,100%,FALSE,100%,100%,0,1,1,6,2,1,6
876,41,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,8,8,0,0,0,0,3,FALSE,FALSE,FALSE,14,0,0,14,0,0,0,40,0,0,0,6,46,0%,0%,0%,100%,60,1,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,FALSE,FALSE,100%,0,0,2,8,0,2,8
6574,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8,6,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,4,30,0,0,0,2,36,0%,0%,11%,89%,36,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,100%,75%,0,0,FALSE,7,0,0,9
2823,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,2,0%,0%,0%,100%,2,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0%,0,0,FALSE,0,0,0,1
4607,41,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2,3,3,4,4,0,2,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,6,12,20,0,0,0,2,40,0%,18%,27%,55%,40,0,0,0,FALSE,FALSE,FALSE,0%,0,FALSE,100%,100%,100%,0,2,0,9,2,2,9
8122,42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,6,6,100%,0%,0%,0%,6,1,0,0,0%,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,0,1,0
6381,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,5,0,0,0,2,7,0%,0%,0%,100%,7,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,33%,0,1,FALSE,1,1,0,3
6709,42,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,7,7,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,35,0,0,0,2,37,0%,0%,0%,100%,37,0,0,0,FALSE,FALSE,FALSE,0%,0,FALSE,FALSE,FALSE,100%,1,0,0,7,0,1,7
5903,42,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,20,0,0,0,0,20,29%,0%,0%,71%,20,0,0,0,0%,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,80%,0,0,0,4,0,2,5
7235,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,18,0,6,24,0%,0%,0%,0%,24,1,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
5653,42,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6,5,0,0,0,0,1,FALSE,FALSE,FALSE,7,0,0,7,0,0,0,25,0,0,0,2,27,0%,0%,0%,100%,34,0,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,FALSE,FALSE,83%,0,0,1,5,0,1,6
3294,43,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,1,0,0,3,0,FALSE,FALSE,0,0,0,0,0,0,0,15,0,0,0,6,21,20%,0%,0%,80%,21,1,0,0,0%,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,75%,0,1,0,3,2,1,4
8836,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,2,0%,0%,0%,0%,2,0,0,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
7038,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,2,100%,0%,0%,0%,2,0,0,1,FALSE,FALSE,FALSE,FALSE,0,0%,FALSE,FALSE,FALSE,0,0,FALSE,0,0,0,1
2861,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,3,2,1,2,1,0,3,FALSE,FALSE,FALSE,0,0,0,0,2,6,0,10,0,6,0,6,30,17%,33%,0%,50%,30,1,0,0,FALSE,FALSE,FALSE,FALSE,0,100%,100%,FALSE,67%,0,3,FALSE,5,3,0,6
6147,43,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,6,5,3,3,0,0,0,0,3,FALSE,FALSE,FALSE,7,0,0,7,0,0,20,15,0,0,0,6,41,0%,17%,50%,33%,48,1,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,0%,83%,100%,0,0,1,8,0,1,11
4693,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,18,0,2,20,0%,0%,0%,0%,20,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
1714,44,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,3,2,2,7,5,0,0,0,0,0,FALSE,FALSE,FALSE,7,0,0,7,0,9,8,25,0,0,0,0,42,0%,23%,15%,62%,49,0,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,100%,100%,71%,0,0,1,10,0,1,12
7864,44,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,3,2,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,2,0,0,10,0,0,0,2,14,40%,0%,0%,60%,14,0,0,0,FALSE,FALSE,FALSE,FALSE,0,50%,FALSE,FALSE,67%,0,0,FALSE,3,0,0,5
3277,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,2,2,0,0,1,1,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,9,8,0,0,0,0,2,19,0%,60%,40%,0%,19,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,100%,100%,FALSE,0,2,FALSE,5,3,0,5
2526,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,5,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,20,12,0,2,34,0%,0%,0%,0%,34,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,5,FALSE,FALSE,3,0,0
9578,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,18,0,2,20,0%,0%,0%,0%,20,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,FALSE,3,0,0
2143,44,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,FALSE,FALSE,0,0,0,0,0,0,0,10,0,0,0,0,10,33%,0%,0%,67%,10,0,0,0,0%,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,100%,0,0,0,2,0,1,2
7619,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,2,0%,0%,0%,100%,2,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0%,0,4,FALSE,0,3,0,1
4674,45,1,1,0,0,0,0,0,0,0,0,0,0,1,14,11,0,0,0,0,0,0,0,0,0,0,3,3,FALSE,FALSE,0,0,0,3,22,0,0,0,0,0,0,6,28,100%,0%,0%,0%,31,1,0,0,100%,FALSE,FALSE,FALSE,0,79%,FALSE,FALSE,FALSE,0,0,1,11,0,1,14
5586,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
9532,45,1,0,0,0,0,0,0,0,0,0,0,0,1,11,8,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,0,0,0,0,16,0,0,0,0,0,0,2,18,100%,0%,0%,0%,18,0,0,0,0%,FALSE,FALSE,FALSE,0,73%,FALSE,FALSE,FALSE,0,0,0,8,0,1,11
1619,45,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,10,7,0,1,0,0,3,FALSE,FALSE,FALSE,0,0,0,0,2,0,0,35,0,0,0,6,43,7%,0%,0%,93%,43,1,0,0,FALSE,FALSE,FALSE,0%,0,100%,FALSE,FALSE,70%,0,1,0,8,2,3,11
3381,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,6,0,2,8,0%,0%,0%,0%,8,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,3,FALSE,FALSE,3,0,0
3267,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,5,4,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,8,20,0,0,0,2,30,0%,0%,38%,63%,30,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,67%,80%,0,0,FALSE,6,0,0,8
6217,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,2,0%,0%,0%,0%,2,0,0,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
7797,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,1,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,8,0,0,0,0,2,10,0%,0%,100%,0%,10,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,67%,FALSE,0,2,FALSE,2,3,0,3
4181,46,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,1,0,0,0,0,FALSE,4,FALSE,0,0,0,4,0,0,4,5,0,0,0,0,9,0%,20%,20%,60%,13,0,0,0,FALSE,100%,FALSE,FALSE,0,FALSE,FALSE,100%,33%,0,1,1,2,1,1,4
3291,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,2,4,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,4,0,0,24,0,2,30,0%,0%,100%,0%,30,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,100%,FALSE,0,4,FALSE,1,3,0,1
1306,46,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,7,7,0,0,0,0,1,FALSE,FALSE,FALSE,7,0,0,7,0,0,0,35,0,0,0,2,37,0%,0%,0%,100%,44,0,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,FALSE,FALSE,100%,0,0,1,7,0,1,7
1732,47,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1,1,7,5,0,2,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,4,0,4,25,0,0,0,2,35,18%,0%,9%,73%,35,0,0,0,FALSE,FALSE,FALSE,0%,0,100%,FALSE,100%,71%,0,2,0,8,2,1,10
2181,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,6,3,0,0,0,0,3,FALSE,FALSE,FALSE,0,0,0,0,0,3,4,15,0,0,0,6,28,0%,13%,13%,75%,28,1,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,100%,100%,50%,0,0,FALSE,5,0,0,8
3206,47,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,3,0,1,FALSE,FALSE,FALSE,0,0,0,0,4,0,0,0,0,18,0,2,24,67%,0%,33%,0%,24,0,0,0,FALSE,FALSE,FALSE,FALSE,0,100%,FALSE,0%,FALSE,0,0,FALSE,2,0,0,3
6421,47,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,0,0,1,FALSE,0,FALSE,0,0,0,0,4,0,0,0,0,0,0,2,6,60%,40%,0%,0%,6,0,0,0,FALSE,0%,FALSE,FALSE,1,67%,0%,FALSE,FALSE,0,1,0,2,1,1,4
2654,47,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,0,2,0,1,3,FALSE,FALSE,0,0,0,3,0,0,0,25,0,12,0,2,39,17%,0%,0%,83%,42,0,0,0,100%,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,100%,0,0,1,5,0,1,5
10490,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0,0,0,4,1,FALSE,FALSE,FALSE,0,0,0,0,4,0,0,10,16,0,0,2,32,60%,0%,0%,40%,32,0,0,0,FALSE,FALSE,FALSE,FALSE,0,67%,FALSE,FALSE,100%,0,0,FALSE,4,0,0,5
8516,48,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,3,FALSE,FALSE,0,0,0,3,0,0,4,0,0,0,0,0,4,50%,0%,50%,0%,7,0,0,1,100%,FALSE,FALSE,FALSE,1,FALSE,FALSE,100%,FALSE,0,1,1,1,1,1,1
4656,48,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,0,0,0,1,0,0,3,0,FALSE,FALSE,0,0,0,0,0,3,12,0,0,0,0,6,21,25%,25%,50%,0%,21,1,0,0,0%,FALSE,FALSE,FALSE,0,FALSE,100%,150%,FALSE,0,1,0,4,2,1,3
5903,48,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,3,3,FALSE,FALSE,0,0,0,3,0,0,0,10,0,0,0,6,16,33%,0%,0%,67%,19,1,0,0,100%,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,100%,0,0,1,2,0,1,2
7235,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,6,0,2,8,0%,0%,0%,0%,8,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
2846,48,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,2,0,0,0,0,0,0,2,4,50%,0%,0%,50%,4,0,0,0,FALSE,FALSE,FALSE,FALSE,1,100%,FALSE,FALSE,0%,0,0,FALSE,1,0,0,2
3293,48,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6,0,0,0,0,0,3,FALSE,FALSE,0,0,0,3,0,0,0,30,0,0,0,0,30,13%,0%,0%,88%,33,0,0,0,100%,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,86%,0,0,1,6,0,1,7
6574,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,9,7,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,4,35,0,0,0,2,41,0%,0%,10%,90%,41,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,100%,78%,0,0,FALSE,8,0,0,10
7038,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,2,0%,0%,0%,0%,2,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
4607,49,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,3,4,4,0,0,0,0,3,FALSE,FALSE,FALSE,7,0,0,7,0,0,12,20,0,0,0,6,38,0%,0%,38%,63%,45,1,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,FALSE,100%,100%,0,0,1,7,0,1,7
4741,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,25,0,0,0,2,27,0%,0%,0%,100%,27,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,71%,0,0,FALSE,5,0,0,7
6381,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,1,2,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,15,0,0,0,0,15,0%,0%,0%,100%,15,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,100%,0,3,FALSE,3,3,0,3
8122,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,1,0,0,0,0,0,3,FALSE,FALSE,FALSE,0,0,0,0,0,6,8,0,0,0,0,6,20,0%,40%,40%,20%,20,1,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,100%,100%,0%,0,0,FALSE,4,0,0,5
6709,50,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,8,7,0,0,0,0,1,FALSE,FALSE,FALSE,7,0,0,7,0,0,0,35,0,0,0,2,37,0%,0%,0%,100%,44,0,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,FALSE,FALSE,88%,0,0,1,7,0,1,8
8836,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,2,2,0%,0%,0%,0%,2,0,0,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
3197,50,0,0,0,0,0,0,2,1,0,0,0,0,1,3,1,2,2,2,2,3,2,2,1,0,0,0,FALSE,FALSE,FALSE,7,0,0,7,2,6,8,10,0,0,0,0,26,25%,17%,17%,42%,33,0,0,0,FALSE,FALSE,FALSE,50%,0,33%,100%,100%,67%,0,3,1,7,3,2,10
3277,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0%,0,0,FALSE,0,0,0,1
1714,50,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,3,3,2,2,0,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,4,0,12,10,0,0,0,0,26,38%,0%,38%,25%,26,0,0,0,FALSE,FALSE,FALSE,FALSE,0,67%,FALSE,100%,100%,0,0,FALSE,7,0,0,8
4011,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,3,0,0,0,0,0,2,5,0%,100%,0%,0%,5,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,50%,FALSE,FALSE,0,0,FALSE,1,0,0,2
6318,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,5,0,0,1,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,20,0,0,0,0,2,22,0%,0%,100%,0%,22,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,71%,FALSE,0,1,FALSE,5,1,0,7
6147,52,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,4,3,4,4,0,0,0,0,3,FALSE,FALSE,FALSE,7,0,0,7,0,6,12,20,0,0,0,6,44,0%,18%,36%,45%,51,1,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,100%,75%,100%,0,0,1,9,0,1,10
1619,52,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,3,2,1,1,6,4,1,2,0,0,3,FALSE,4,FALSE,0,0,0,4,0,6,4,20,0,0,0,6,36,0%,42%,8%,50%,40,1,0,0,FALSE,50%,FALSE,FALSE,0,FALSE,67%,100%,67%,0,3,1,7,3,2,10
4693,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,18,0,0,18,0%,0%,0%,0%,18,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
2847,52,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,9,9,0,1,0,0,3,FALSE,FALSE,FALSE,7,0,0,7,0,0,0,45,0,0,0,6,51,0%,0%,0%,100%,58,1,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,FALSE,FALSE,100%,0,1,1,9,2,1,9
3381,52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,0,0,0
3100,53,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,FALSE,FALSE,FALSE,0,0,4,4,0,0,0,0,8,0,0,0,8,0%,0%,0%,0%,12,0,0,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,2,1,FALSE,FALSE,2,0,0
4511,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,6,0,0,0,0,0,2,8,0%,67%,33%,0%,8,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,100%,0%,FALSE,0,0,FALSE,2,0,0,3
5653,53,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11,11,0,0,0,0,0,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,55,0,0,0,0,55,0%,0%,0%,100%,55,0,0,0,FALSE,FALSE,FALSE,0%,0,FALSE,FALSE,FALSE,100%,0,0,0,11,0,1,11
9578,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,12,0,2,14,0%,0%,0%,0%,14,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,2,FALSE,FALSE,1,0,0
4674,53,1,1,0,0,0,0,0,0,0,0,0,0,1,11,9,0,0,0,0,0,0,0,0,0,0,3,3,FALSE,FALSE,0,0,0,3,18,0,0,0,0,0,0,6,24,100%,0%,0%,0%,27,1,0,0,100%,FALSE,FALSE,FALSE,0,82%,FALSE,FALSE,FALSE,0,0,1,9,0,1,11
3294,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,10,0,0,0,2,12,0%,0%,0%,100%,12,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,50%,0,0,FALSE,2,0,0,4
2861,54,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,6,4,0,0,0,0,3,FALSE,FALSE,FALSE,7,0,0,7,0,0,0,20,0,0,0,6,26,0%,0%,0%,100%,33,1,0,0,FALSE,FALSE,FALSE,100%,0,FALSE,FALSE,FALSE,67%,1,0,1,4,0,1,6
7619,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,5,0,0,0,2,7,0%,0%,0%,100%,7,0,0,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,100%,0,3,FALSE,1,2,0,1
